"economy","economycode","wpid_random","wgt","female","age","educ","inc_q","emp_in","urbanicity_f2f","account","account_fin","account_mob","fin1_1a","fin1_1b","fin2","fin4","fin4a","fin5","fin6","fin7","fin8","fin8a","fin8b","fin9","fin9a","fin10","fin10a","fin10b","fin11_1","fin11a","fin11b","fin11c","fin11d","fin11e","fin11f","fin11g","fin11h","fin13a","fin13b","fin13c","fin13d","fin14_1","fin14_2","fin14_2_China","fin14a","fin14a1","fin14b","fin14c","fin14c_2","fin14c_2_China","fin16","fin17a","fin17a1","fin17b","fin20","fin22a","fin22b","fin22c","fin24","fin24a","fin24b","fin26","fin27_1","fin27c1","fin27c2","fin28","fin29_1","fin29c1","fin29c2","fin30","fin31a","fin31b","fin31b1","fin31b1_China","fin31c","fin32","fin33","fin34a","fin34b","fin34d","fin34e","fin35","fin37","fin38","fin39a","fin39b","fin39d","fin39e","fin42","fin42a","fin43a","fin43b","fin43d","fin43e","fin44a","fin44b","fin44c","fin44d","fin45","fin45_1","fin45_1_China","saved","borrowed","receive_wages","receive_transfers","receive_pension","receive_agriculture","pay_utilities","remittances","mobileowner","internetaccess","anydigpayment","merchantpay_dig"
"Brazil","BRA",123209806,3.61391001724418,2,40,2,1,1,,1,1,0,1,2,1,1,1,2,2,1,1,1,1,1,2,1,1,2,,,,,,,,,,,,,,2,2,,2,2,2,,,,2,2,,2,2,1,2,,4,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,1,2,,,1,1,1,1,3,1,,0,1,4,4,4,1,4,5,1,1,1,1
"Brazil","BRA",165005190,0.383467946998268,2,39,3,5,1,,1,1,1,1,2,1,1,2,1,1,1,1,2,2,1,1,1,2,2,,,,,,,,,,1,1,1,1,2,,,1,2,1,1,2,,1,1,1,1,2,2,2,2,1,2,2,2,,,,2,,,,1,2,1,2,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,1,1,1,,1,1,4,4,4,4,1,5,1,1,1,1
"Brazil","BRA",143887603,0.457869050665683,1,41,2,5,1,,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,1,2,,1,1,1,1,2,,2,2,,2,2,1,1,,3,3,2,2,,,,2,,,,1,1,1,2,,,1,2,1,1,,,2,2,2,,,,,2,,,,,,2,3,2,3,3,2,,0,1,1,4,4,4,1,5,1,1,1,1
"Brazil","BRA",182658048,1.01254664553922,1,51,2,2,1,,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,2,1,2,2,3,1,,0,0,2,4,4,4,4,5,1,1,0,0
"Brazil","BRA",124738168,0.777972986776606,1,40,2,4,1,,1,1,0,2,2,1,1,1,2,2,2,,,,1,2,1,1,2,,,,,,,,,,,,,,2,2,,2,2,2,,,,2,2,,1,2,2,1,2,3,2,1,1,1,,,1,1,,,1,1,2,1,,,2,,,,,,,1,2,2,2,2,1,2,,,,,,2,2,2,3,2,1,,1,1,4,1,4,4,1,1,1,1,1,1
"Brazil","BRA",124857423,0.670430717894745,2,29,2,4,1,,1,1,1,1,2,1,1,1,1,1,2,,,,1,2,2,,2,,,,,,,,,,1,1,2,2,1,2,,1,1,1,1,2,,2,2,2,2,2,2,2,,4,3,3,2,,,,2,,,,1,1,1,2,,,1,1,1,2,,,2,2,2,,,,,2,,,,,,2,2,3,3,2,2,,0,0,1,4,4,4,1,5,1,1,1,1
"Brazil","BRA",112058651,1.83060206425932,1,36,2,2,2,,1,1,0,1,2,1,2,,2,2,2,,,,2,,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,1,2,1,2,2,,,,1,2,2,,,1,2,,,,,,,1,2,2,2,1,,2,,,,,,1,1,1,1,2,1,,0,0,4,2,4,4,2,3,1,1,0,0
"Brazil","BRA",163767157,0.223555133709581,2,62,2,4,1,,1,1,0,1,2,1,1,1,1,1,2,,,,1,2,1,1,2,,,,,,,,,,,,,,1,2,,1,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,1,1,1,2,,,1,2,1,2,,,1,2,2,,,,,2,,,,,,1,2,2,3,3,2,,0,0,1,4,4,4,1,5,1,1,1,1
"Brazil","BRA",178858558,1.48014638993139,1,36,2,2,1,,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,,,,,,,,,2,2,2,1,1,2,,1,1,2,,,,2,2,2,2,2,2,2,,2,1,1,2,,,,2,,,,1,2,1,2,,,2,,,,,,,1,2,1,1,,,2,,,,,,1,1,1,2,3,1,,0,1,4,1,4,4,1,5,1,1,1,1
"Brazil","BRA",120996549,0.223555133709581,2,66,2,4,2,,1,1,0,1,1,2,,,1,2,1,2,,2,2,,1,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,1,1,2,1,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,0,0,4,4,4,4,1,5,1,2,1,0
"Brazil","BRA",111775897,0.389488413684985,1,20,2,4,1,,1,1,1,2,2,1,1,1,2,1,2,,,,1,1,1,2,1,,,,,,,,,,1,1,2,1,2,2,,1,2,1,1,2,,2,2,2,2,1,2,1,,4,2,1,2,,,,1,1,,,1,1,1,2,,,1,2,1,1,,,1,2,2,,,,,2,,,,,,2,2,2,2,4,1,,1,1,1,4,4,4,1,1,1,1,1,1
"Brazil","BRA",206975396,1.71160840205738,1,18,2,4,1,,1,1,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,2,2,,1,1,1,1,2,,2,2,,2,2,2,2,,2,3,2,2,,,,2,,,,1,1,1,2,,,1,2,1,2,,,2,2,2,,,,,2,,,,,,3,3,3,3,,2,,1,1,1,4,4,4,1,5,1,1,1,1
"Brazil","BRA",152859182,2.1277840323409,1,48,1,2,2,,1,1,1,1,1,1,1,2,1,1,2,,,,1,2,1,2,1,,,,,,,,,,2,2,1,1,2,,,1,1,2,,,,2,2,2,2,1,1,2,,7,,,1,1,,,2,,,,2,,,,,,2,,,,,,,1,2,1,2,,,2,,,,,,1,1,1,3,1,1,,1,1,4,1,4,4,4,1,1,1,1,0
"Brazil","BRA",145397137,6.14776617701349,1,30,2,1,1,,0,0,0,,,2,,,,,,,,,,,,,,1,2,1,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,3,3,3,,2,,0,0,4,4,4,4,2,5,2,2,0,0
"Brazil","BRA",139114887,0.321081542895568,1,34,3,4,1,,1,1,0,,,2,,,,,,,,,,,,,,,2,1,2,2,2,1,1,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,1,1,2,1,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,2,2,3,3,2,1,,0,0,2,4,4,4,1,5,1,1,1,0
"Brazil","BRA",118245629,0.666915687045051,1,27,2,4,1,,1,1,0,1,4,4,,,4,4,4,,,,4,,4,,4,,,,,,,,,,,,,,2,,,2,2,2,,,,4,4,,4,4,4,4,,9,,,4,,,,4,,,,2,,,,,,1,2,1,2,,,2,2,2,,,,,2,,,,,,6,6,6,6,,2,,0,0,1,4,4,4,4,6,1,1,1,0
"Brazil","BRA",189425214,0.328727081375566,2,29,3,5,1,,1,1,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,,,,,,,,,,,,,,1,2,,1,1,2,,,,1,1,,2,2,2,1,,6,3,3,1,2,2,1,2,,,,1,1,1,2,,,1,2,1,2,,,2,1,2,1,2,,,2,,,,,,1,2,3,3,1,1,,1,1,1,1,4,4,1,2,1,1,1,1
"Brazil","BRA",130513347,0.721497547938428,2,23,2,4,1,,1,1,0,2,2,1,1,1,1,1,2,,,,1,2,1,2,2,,,,,,,,,,,,,,2,1,,1,1,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,1,2,1,2,,,1,2,2,2,1,,,1,2,2,2,2,2,2,,,,,,3,2,3,3,,2,,0,0,2,3,4,4,1,5,1,1,1,1
"Brazil","BRA",191267294,0.262324852491721,2,53,3,5,1,,1,1,0,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,2,2,,2,2,2,,,,2,1,,2,2,2,2,,4,3,3,2,,,,2,,,,1,2,2,,,2,1,2,1,2,,,2,2,2,,,,,2,,,,,,1,1,1,1,1,1,,1,1,1,4,4,4,3,5,1,1,1,1
"Brazil","BRA",157944081,0.223555133709581,1,60,3,5,1,,1,1,0,1,2,2,,,2,2,1,1,1,1,2,,2,,1,,,,,,,,,,,,,,2,2,,2,2,2,,,,2,2,,2,2,2,2,,3,2,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,3,1,1,,0,1,4,4,4,4,4,5,1,1,1,1
"Brazil","BRA",208783740,2.58694299275089,2,25,2,3,1,,0,0,0,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,1,1,2,,,,,2,,,2,2,2,,,,1,2,,2,2,2,2,,3,1,1,1,2,2,2,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,1,0,4,4,4,4,4,4,1,1,0,0
"Brazil","BRA",207755388,0.223555133709581,2,67,3,5,2,,1,1,0,1,2,1,1,1,1,1,1,2,,1,2,,1,2,2,,,,,,,,,,,,,,2,2,,2,2,2,,,,2,2,,2,2,2,2,,6,3,3,2,,,,2,,,,1,1,1,2,,,2,,,,,,,2,1,1,2,,,2,,,,,,2,2,2,3,1,2,,0,0,4,4,1,4,1,5,1,1,1,1
"Brazil","BRA",157966755,0.424586552576988,2,64,1,4,2,,1,1,0,1,2,1,1,1,2,2,2,,,,1,2,1,2,2,,,,,,,,,,,,,,2,1,,2,2,2,,,,2,2,,2,2,2,2,,2,2,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,3,1,2,,0,0,4,4,4,4,4,5,1,1,1,1
"Brazil","BRA",172598365,1.28993283944464,2,23,2,5,2,,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,,,,,,,,,,1,1,2,1,1,2,,1,1,1,1,2,,2,2,2,2,2,2,2,,2,2,1,2,,,,2,,,,1,1,1,2,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,3,2,,0,1,4,4,4,4,1,5,1,1,1,1
"Brazil","BRA",178823565,0.603161882685602,2,56,2,2,1,,1,1,1,1,2,1,2,,1,1,2,,,,1,1,1,2,1,,,,,,,,,,2,2,2,1,2,,,2,2,2,,,,2,2,2,2,2,2,2,,3,2,1,2,,,,2,,,,1,2,2,,,2,2,,,,,,,1,2,1,2,,,2,,,,,,3,3,3,3,,3,,0,0,4,1,4,4,3,5,1,1,1,0
"Brazil","BRA",188889899,0.223555133709581,2,61,3,5,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,2,2,1,1,2,,1,1,1,1,3,,1,1,2,2,2,2,2,,1,3,3,1,1,,,2,,,,1,1,1,2,,,1,1,1,2,,,2,2,2,,,,,2,,,,,,2,2,2,3,2,3,,1,1,1,4,4,4,1,1,1,1,1,1
"Brazil","BRA",181654461,0.223555133709581,2,,3,5,1,,1,1,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,1,3,,1,1,1,1,2,,1,1,,2,2,2,2,,6,2,2,1,1,,,2,,,,1,1,1,2,,,1,2,2,2,2,2,,2,2,,,,,2,,,,,,2,2,2,2,1,3,,1,1,3,4,4,4,1,1,1,1,1,1
"Brazil","BRA",178605979,0.708992478749724,2,67,1,2,2,,1,1,0,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,,,,,,,,,,,,,,2,2,,2,2,2,,,,2,2,,2,2,2,2,,1,3,3,2,,,,2,,,,1,1,2,2,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,3,3,2,1,,1,1,4,4,4,4,1,5,1,1,1,1
"Brazil","BRA",115454560,2.58694299275089,2,26,2,3,1,,1,1,0,2,2,1,2,,2,2,2,,,,2,,1,1,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,5,1,1,1,2,2,2,2,,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,3,2,1,3,3,2,,0,0,2,4,4,4,4,4,1,1,0,0
"Brazil","BRA",201710489,0.453169006343962,2,56,2,4,1,,1,1,1,1,1,1,1,1,1,1,2,,,,1,1,1,1,1,,,,,,,,,,1,2,2,1,1,2,,1,1,1,1,2,,2,2,2,2,2,2,2,,5,3,2,1,2,1,2,2,,,,1,1,1,2,,,2,,,,,,,2,2,,,,,1,1,1,2,,,3,2,2,3,5,3,,0,0,4,4,4,1,1,3,1,1,1,1
"Brazil","BRA",136499035,0.223555133709581,1,57,3,3,2,,1,1,0,1,2,1,1,2,1,1,1,1,2,2,1,1,1,1,1,,,,,,,,,,,,,,2,,,1,1,1,1,2,,2,2,,2,2,1,2,,4,3,3,1,1,,,2,,,,1,1,1,2,,,1,1,1,2,,,1,2,1,1,2,,,2,,,,,,1,1,1,3,1,1,,0,1,1,4,1,4,1,1,1,1,1,1
"Brazil","BRA",166906203,0.599999538585892,1,58,1,2,1,,1,1,0,,,2,,,,,,,,,,,,,,,2,1,1,2,2,1,1,1,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,8,,,2,,,,2,,,,1,1,1,1,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,1,2,4,4,4,1,5,1,1,1,0
"Brazil","BRA",163737909,2.88461274832594,2,20,2,1,1,,1,1,0,2,2,1,2,,1,1,1,2,,1,1,2,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,1,1,2,1,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,0,0,2,4,4,4,1,5,1,1,1,0
"Brazil","BRA",207983181,2.52819676174414,2,43,2,4,1,,1,1,0,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,,,,,,,,,,,,,,2,,,1,1,1,1,2,,1,2,,2,2,2,2,,3,3,3,2,,,,2,,,,1,1,1,2,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,2,,1,1,4,4,4,4,1,5,1,1,1,1
"Brazil","BRA",161245010,0.629249419528818,1,27,2,5,1,,1,1,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,2,2,,1,1,1,1,2,,1,1,,2,2,2,2,,1,2,1,2,,,,2,,,,1,1,1,2,,,1,2,1,2,,,2,2,2,,,,,2,,,,,,1,1,1,2,2,1,,1,1,1,4,4,4,1,5,1,1,1,1
"Brazil","BRA",155377334,2.20726489959283,2,31,2,4,1,,1,1,0,1,2,1,2,,2,2,2,,,,2,,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,1,2,1,2,1,2,1,2,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,3,3,2,3,,2,,1,0,4,4,4,4,2,3,1,1,0,0
"Brazil","BRA",197110939,0.782073353737329,2,39,2,2,1,,1,1,0,1,2,1,1,1,1,2,2,,,,1,1,1,1,2,,,,,,,,,,,,,,2,2,,2,2,2,,,,2,2,,2,2,2,1,,2,2,2,1,2,1,2,1,1,,,1,1,2,1,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,2,2,,1,1,4,4,4,4,1,1,1,1,1,1
"Brazil","BRA",196987998,2.37539266951789,2,23,1,5,1,,1,1,0,2,2,1,1,1,1,1,2,,,,1,1,1,1,1,,,,,,,,,,,,,,2,2,,1,1,1,1,2,,1,1,,2,2,2,2,,1,2,3,1,2,2,1,2,,,,1,1,1,2,,,1,2,1,2,,,2,2,2,,,,,2,,,,,,2,2,3,3,1,3,,1,0,1,4,4,4,1,2,1,1,1,1
"Brazil","BRA",159056676,0.492290722871294,1,22,2,5,2,,1,1,0,2,2,1,2,,1,2,2,,,,1,1,1,1,2,,,,,,,,,,,,,,2,,,1,1,2,,,,2,2,,2,2,2,1,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,1,1,1,4,1,,0,1,4,4,4,4,2,5,1,1,1,0
"Brazil","BRA",161811710,5.16856292754169,2,30,2,1,1,,1,1,0,,,2,,,,,,,,,,,,,,,1,1,2,2,2,1,1,2,,,,,2,,,2,1,2,,,,1,2,,2,2,2,1,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,1,2,1,2,,,2,,,,,,1,1,1,1,2,1,,1,1,4,1,4,4,4,5,1,1,1,0
"Brazil","BRA",173161160,0.599999538585892,1,62,1,2,1,,1,1,0,,,2,,,,,,,,,,,,,,,2,1,2,2,1,1,1,2,,,,,1,2,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,1,2,2,,,1,1,2,2,2,1,,,1,2,1,2,,,2,,,,,,1,1,1,1,1,1,,0,0,2,1,4,4,2,5,1,1,1,1
"Brazil","BRA",161407099,0.742062002354298,1,56,1,3,2,,1,1,1,1,2,1,2,,2,1,1,1,1,2,1,1,1,1,2,,,,,,,,,,2,2,2,2,2,1,,1,1,2,,,,2,2,2,2,2,2,2,,7,,,2,,,,2,,,,1,2,1,1,,,2,,,,,,,1,2,2,1,,,2,,,,,,1,1,1,1,3,1,,0,1,4,1,4,4,1,5,1,1,1,1
"Brazil","BRA",174548595,1.29906603612506,2,28,1,2,1,,1,1,0,1,1,2,,,1,1,2,,,,2,,1,2,2,,,,,,,,,,,,,,2,,,1,2,2,,,,2,2,,2,2,2,2,,3,2,1,2,,,,2,,,,1,1,2,1,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,2,1,4,1,,0,0,2,4,4,4,1,5,1,1,1,0
"Brazil","BRA",210041070,5.66484372927072,2,20,2,1,1,,1,1,0,2,2,1,2,,1,1,1,1,2,1,1,2,1,2,1,,,,,,,,,,,,,,2,,,1,1,2,,,,2,2,,2,1,1,2,,3,1,1,2,,,,2,,,,1,2,2,,,1,1,2,1,2,,,1,2,2,,,,,2,,,,,,2,1,1,1,3,1,,1,1,1,4,4,4,2,5,1,1,1,0
"Brazil","BRA",148741049,0.796497945742354,2,39,2,5,1,,1,1,0,2,2,1,2,,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,1,2,,1,1,1,1,2,,1,1,,2,2,2,2,,1,3,3,2,,,,2,,,,1,1,1,2,,,1,2,1,2,,,2,2,2,,,,,2,,,,,,2,2,2,2,2,2,,1,1,1,4,4,4,1,5,1,1,1,1
"Brazil","BRA",208177103,0.366992100302203,2,35,3,5,1,,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,1,2,,1,1,1,1,2,,1,1,,2,2,2,2,,1,3,3,2,,,,2,,,,1,1,1,2,,,1,2,1,1,,,2,2,2,,,,,2,,,,,,3,3,2,3,,2,,1,1,1,4,4,4,1,5,1,1,1,1
"Brazil","BRA",161505928,0.422404619404972,1,20,2,3,1,,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,,,,,,,,,,1,1,2,2,2,1,,1,1,1,1,1,,2,1,1,2,1,2,1,,2,2,1,1,1,,,1,1,,,1,1,1,1,,,1,2,1,1,,,2,2,2,,,,,2,,,,,,1,2,2,1,4,1,,1,1,1,4,4,4,1,1,1,1,1,1
"Brazil","BRA",121926648,0.985085525035024,2,41,2,5,1,,1,1,0,1,2,1,1,1,1,1,1,1,2,2,1,2,1,1,1,,,,,,,,,,,,,,2,2,,1,1,1,1,2,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,1,1,1,2,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,3,1,1,,0,1,4,4,4,4,1,5,1,1,1,1
"Brazil","BRA",155771988,0.682796168689166,2,30,2,5,1,,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,2,1,1,,,,,2,,,1,2,1,2,1,,2,2,,2,2,2,1,,3,1,1,2,,,,2,,,,1,2,2,,,1,1,2,2,2,1,,,1,1,2,2,1,,2,,,,,,3,3,3,3,,2,,1,1,2,2,2,4,2,5,1,1,0,0
"Brazil","BRA",192235066,0.374549244795965,1,36,3,5,1,,1,1,0,1,1,1,1,2,2,2,1,1,1,1,2,,2,,1,,,,,,,,,,,,,,2,2,,2,2,2,,,,1,1,,2,2,2,2,,1,3,3,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,2,3,,3,,1,1,4,4,4,4,4,5,1,2,1,1
"Brazil","BRA",207832926,0.721497547938428,2,21,2,1,1,,1,1,0,2,2,1,1,2,1,2,2,,,,1,2,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,1,1,,5,1,1,2,,,,2,,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,1,1,3,2,,0,1,2,4,4,4,2,5,1,2,1,0
"Brazil","BRA",161596839,0.353124367814401,1,72,2,2,1,,0,0,0,,,2,,,,,,,,,,,,,,1,2,1,2,2,2,2,1,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,8,,,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,3,3,3,,2,,0,0,4,4,4,4,2,5,1,2,0,0
"Brazil","BRA",207832662,1.67701072387193,1,56,1,4,1,,1,1,0,2,2,1,2,,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,1,2,,1,1,1,1,1,,2,2,,2,1,2,1,,5,2,2,2,,,,2,,,,1,1,2,1,,,2,,,,,,,1,2,1,2,,,1,1,1,2,,,1,1,1,3,2,1,,0,1,4,1,4,1,1,5,1,1,1,1
"Brazil","BRA",189451311,0.223555133709581,1,45,3,5,1,,1,1,0,2,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,,,,,,,,,,,,,,2,2,,1,2,1,1,2,,2,1,,2,2,1,2,,4,2,2,2,,,,2,,,,1,1,1,2,,,1,2,1,2,,,1,2,2,,,,,2,,,,,,2,2,3,3,2,3,,1,1,1,4,4,4,1,5,1,1,1,1
"Brazil","BRA",148494286,0.83751589064434,1,23,2,3,1,,1,1,0,,,1,2,,2,2,1,1,1,2,2,,2,,1,,,,,,,,,,,,,,2,1,,2,2,2,,,,2,2,,2,2,2,2,,6,1,1,2,,,,1,2,1,2,1,1,2,1,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,1,4,4,4,4,1,3,1,1,1,1
"Brazil","BRA",177395208,1.68927788695547,1,51,1,4,1,,1,1,1,,,1,2,,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,2,2,2,1,2,,1,1,2,,,,2,2,2,2,2,2,2,,4,2,1,2,,,,2,,,,2,,,,,,1,1,1,2,,,2,2,2,,,,,2,,,,,,1,1,1,2,3,1,,0,1,1,4,4,4,4,5,1,1,1,1
"Brazil","BRA",180310451,0.31322156680006,1,46,2,4,1,,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,,,,,,,,,1,2,2,1,1,1,,1,1,1,2,2,,2,2,2,2,2,2,2,,3,1,1,2,,,,2,,,,1,1,1,1,,,1,2,2,1,,,2,2,2,,,,,2,,,,,,2,2,2,2,3,1,,0,1,1,4,4,4,1,5,1,1,1,1
"Brazil","BRA",113303104,1.29906603612506,2,26,2,1,1,,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,2,1,1,1,1,1,,1,1,1,1,2,,2,1,1,1,1,1,1,1,8,,,1,1,,,1,1,,,1,1,1,1,,,2,,,,,,,1,2,1,1,,,2,,,,,,1,1,1,1,3,1,,1,1,4,1,4,4,1,1,1,1,1,1
"Brazil","BRA",191382791,1.12642073211312,2,34,2,2,1,,1,1,1,2,2,1,2,,1,1,2,,,,1,1,1,1,1,,,,,,,,,,1,1,2,1,2,,,1,2,2,,,,1,1,1,2,2,2,2,,5,3,3,2,,,,2,,,,2,,,,,,1,2,1,2,,,2,2,2,,,,,1,1,2,2,1,,2,3,1,3,3,1,,1,0,1,4,4,2,4,5,1,1,1,0
"Brazil","BRA",157118709,0.824821951191047,1,25,2,3,1,,1,1,0,1,2,1,1,1,2,1,2,,,,1,2,1,2,1,,,,,,,,,,,,,,2,1,,1,1,1,1,2,,2,2,,2,2,2,2,,3,1,1,1,1,,,2,,,,2,,,,,,2,,,,,,,1,2,1,2,,,2,,,,,,1,1,2,2,2,1,,1,0,4,1,4,4,4,1,1,1,1,1
"Brazil","BRA",188661541,0.447613179830516,1,32,2,1,1,,1,1,1,2,2,1,1,1,2,1,2,,,,1,1,1,1,2,,,,,,,,,,2,1,2,2,1,1,,1,1,2,,,,2,2,2,2,1,2,1,,3,1,1,2,,,,2,,,,1,1,1,1,,,2,,,,,,,1,2,1,1,,,2,,,,,,1,1,1,1,3,1,,0,1,4,1,4,4,1,5,1,1,1,1
"Brazil","BRA",137054689,4.02859508986261,1,54,1,1,1,,1,1,0,2,2,1,1,1,2,1,2,,,,1,2,1,2,1,,,,,,,,,,,,,,2,1,,2,2,2,,,,1,2,,2,2,2,2,,2,2,2,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,1,1,2,2,1,,1,1,1,1,2,1,,1,0,4,4,4,2,2,5,1,1,1,1
"Brazil","BRA",128645625,5.07434589132379,1,51,1,1,1,,1,1,0,,,1,1,2,2,2,2,,,,2,,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,2,,3,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,2,1,4,3,1,,0,1,4,4,4,4,2,5,1,3,1,0
"Brazil","BRA",198023901,0.422404619404972,1,22,2,4,1,,1,1,0,2,2,1,1,2,1,1,2,,,,1,1,1,1,1,,,,,,,,,,,,,,2,,,1,2,1,1,2,,1,1,,2,2,2,2,,1,2,1,2,,,,2,,,,1,1,2,1,,,1,2,1,2,,,2,2,2,,,,,2,,,,,,1,1,1,1,3,1,,1,0,1,4,4,4,1,5,1,1,1,1
"Brazil","BRA",204057427,0.223555133709581,2,61,2,2,1,,0,0,0,,,2,,,,,,,,,,,,,,2,2,1,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,4,2,,,,2,,,,2,,,,,,2,,,,,,,1,2,2,2,2,2,2,,,,,,3,2,3,3,,2,,0,0,4,3,4,4,4,5,1,1,0,0
"Brazil","BRA",182323604,1.93141482906517,1,33,2,3,2,,0,0,0,,,2,,,,,,,,,,,,,,1,1,1,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,4,2,,,,2,,,,2,,,,,,2,,,,,,,1,2,2,2,2,2,2,,,,,,1,1,1,4,3,1,,0,0,4,3,4,4,4,5,1,1,0,0
"Brazil","BRA",208817201,0.782073353737329,2,44,2,5,1,,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,,,,,,,,,,1,1,2,1,1,2,,1,1,1,1,2,,2,1,2,2,2,1,2,,1,3,2,2,,,,2,,,,1,1,1,2,,,1,1,1,2,,,2,2,2,,,,,2,,,,,,2,3,2,3,3,2,,1,1,1,4,4,4,1,5,1,1,1,1
